F1 cross,Female no.,No. of embryos,A,AB,B,WT,filename,Additional info,Observations (No. embryos not counted),cleavage,group_letter,cas9_parent,gRNA_type,target_locus,multiplex,pre_cut,mosaic,id,win,loss,pre_cut_original,gRNA_type_original
Cd KO X (1590B CDKO:2273B2),13,NA,50,50,2,2,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,104,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,581,100,4,QA383P,2273
Cd KO X (1590B CDKO:2273B2),14,NA,NA,NA,NA,NA,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,no eggs,NA,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,582,NA,NA,QA383P,2273
Cd KO X (1590B CDKO:2273B2),15,NA,NA,NA,NA,NA,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,female dead,NA,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,583,NA,NA,QA383P,2273
Cd KO X (1590B CDKO:2273B2),16,NA,NA,NA,NA,NA,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,female dead,NA,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,584,NA,NA,QA383P,2273
Cd KO X (1590B CDKO:2273B2),17,NA,NA,NA,NA,NA,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,female dead,NA,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,585,NA,NA,QA383P,2273
Cd KO X (1590B CDKO:2273B2),18,NA,NA,NA,NA,NA,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,female dead,NA,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,586,NA,NA,QA383P,2273
Cd KO X (1590B CDKO:2273B2),19,NA,50,42,2,2,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,96,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,587,92,4,QA383P,2273
Cd KO X (1590B CDKO:2273B2),20,NA,82,60,6,10,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,158,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,588,142,16,QA383P,2273
Cd KO X (1590B CDKO:2273B2),21,NA,NA,NA,NA,NA,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,female dead,NA,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,589,NA,NA,QA383P,2273
Cd KO X (1590B CDKO:2273B2),22,NA,50,42,6,2,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,99,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,590,92,8,QA383P,2273
Cd KO X (1590B CDKO:2273B2),26,NA,35,20,3,1,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,56,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,591,55,4,QA383P,2273
Cd KO X (1590B CDKO:2273B2),28,NA,4,1,2,0,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,7,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,592,5,2,QA383P,2273
Cd KO X (1590B CDKO:2273B2),29,NA,19,20,9,6,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,51,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,593,39,15,QA383P,2273
Cd KO X (1590B CDKO:2273B2),30,NA,44,66,5,5,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,118,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,594,110,10,QA383P,2273
Cd KO X (1590B CDKO:2273B2),32,NA,42,43,11,14,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,102,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,595,85,25,QA383P,2273
Cd KO X (1590B CDKO:2273B2),38,NA,21,33,2,0,./data//Crossing data summary A_2273 B_1590xQA383P - CLEAN.xlsx,NA,NA,56,q,Male,cd<sup><i>g225</i></sup>,locus B,no,cd<sup><i>384</i></sup>,mixed,596,54,2,QA383P,2273
QA383P X(1590X2301D),1,NA,3,5,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,dead larvae,NA,8,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,597,8,0,wild-type,2301
QA383P X(1590X2301D),2,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,No eggs,NA,NA,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,598,NA,NA,wild-type,2301
QA383P X(1590X2301D),3,NA,49,44,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,93,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,599,93,0,wild-type,2301
QA383P X(1590X2301D),4,NA,19,20,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,39,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,600,39,0,wild-type,2301
QA383P X(1590X2301D),5,NA,16,14,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,30,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,601,30,0,wild-type,2301
QA383P X(1590X2301D),6,NA,36,27,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,63,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,602,63,0,wild-type,2301
QA383P X(1590X2301D),7,NA,25,40,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,65,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,603,65,0,wild-type,2301
QA383P X(1590X2301D),8,NA,31,28,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,59,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,604,59,0,wild-type,2301
QA383P X(1590X2301D),9,NA,36,24,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,60,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,605,60,0,wild-type,2301
QA383P X(1590X2301D),10,NA,29,14,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,43,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,606,43,0,wild-type,2301
QA383P X(1590X2301D),11,NA,3,0,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,dead larvae,NA,3,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,607,3,0,wild-type,2301
QA383P X(1590X2301D),11,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,No eggs,NA,NA,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,608,NA,NA,wild-type,2301
QA383P X(1590X2301D),12,NA,54,53,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,107,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,609,107,0,wild-type,2301
QA383P X(1590X2301D),13,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,No eggs,NA,NA,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,610,NA,NA,wild-type,2301
QA383P X(1590X2301D),14,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,No eggs,NA,NA,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,611,NA,NA,wild-type,2301
QA383P X(1590X2301D),15,NA,8,4,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,12,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,612,12,0,wild-type,2301
QA383P X(1590X2301D),16,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,"Eggs, no larvae",NA,NA,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,613,NA,NA,wild-type,2301
QA383P X(1590X2301D),17,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,dead larvae,NA,NA,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,614,NA,NA,wild-type,2301
QA383P X(1590X2301D),18,NA,2,4,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,6,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,615,6,0,wild-type,2301
QA383P X(1590X2301D),19,NA,54,39,8,1,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,102,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,616,93,9,wild-type,2301
QA383P X(1590X2301D),20,NA,7,3,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,10,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,617,10,0,wild-type,2301
QA383P X(1590X2301D),21,NA,32,27,0,4,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,63,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,618,59,4,wild-type,2301
QA383P X(1590X2301D),22,NA,17,21,1,1,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,40,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,619,38,2,wild-type,2301
QA383P X(1590X2301D),23,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,No eggs,NA,NA,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,620,NA,NA,wild-type,2301
QA383P X(1590X2301D),25,NA,17,20,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,37,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,621,37,0,wild-type,2301
QA383P X(1590X2301D),25,NA,36,39,7,2,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,84,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,622,75,9,wild-type,2301
QA383P X(1590X2301D),26,NA,42,38,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,80,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,623,80,0,wild-type,2301
QA383P X(1590X2301D),27,NA,33,43,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,76,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,624,76,0,wild-type,2301
QA383P X(1590X2301D),28,NA,46,43,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,89,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,625,89,0,wild-type,2301
QA383P X(1590X2301D),29,NA,7,8,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,15,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,626,15,0,wild-type,2301
QA383P X(1590X2301D),30,NA,62,43,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,105,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,627,105,0,wild-type,2301
QA383P X(1590X2301D),31,NA,52,38,7,2,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,99,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,628,90,9,wild-type,2301
QA383P X(1590X2301D),32,NA,15,11,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,26,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,629,26,0,wild-type,2301
QA383P X(1590X2301D),33,NA,51,36,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,87,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,630,87,0,wild-type,2301
QA383P X(1590X2301D),34,NA,30,44,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,74,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,631,74,0,wild-type,2301
QA383P X(1590X2301D),35,NA,21,14,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,35,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,632,35,0,wild-type,2301
QA383P X(1590X2301D),36,NA,30,23,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,53,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,633,53,0,wild-type,2301
QA383P X(1590X2301D),37,NA,30,29,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,59,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,634,59,0,wild-type,2301
QA383P X(1590X2301D),38,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,No eggs,NA,NA,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,635,NA,NA,wild-type,2301
QA383P X(1590X2301D),39,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,No eggs,NA,NA,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,636,NA,NA,wild-type,2301
QA383P X(1590X2301D),40,NA,13,17,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,30,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,637,30,0,wild-type,2301
QA383P X(1590X2301D),41,NA,53,55,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,108,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,638,108,0,wild-type,2301
QA383P X(1590X2301D),42,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,No eggs,NA,NA,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,639,NA,NA,wild-type,2301
QA383P X(1590X2301D),43,NA,57,51,3,4,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,115,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,640,108,7,wild-type,2301
QA383P X(1590X2301D),44,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,No eggs,NA,NA,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,641,NA,NA,wild-type,2301
QA383P X(1590X2301D),45,NA,25,18,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,43,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,642,43,0,wild-type,2301
QA383P X(1590X2301D),46,NA,24,26,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,50,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,643,50,0,wild-type,2301
QA383P X(1590X2301D),46,NA,50,41,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,91,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,644,91,0,wild-type,2301
QA383P X(1590X2301D),47,NA,17,15,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,32,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,645,32,0,wild-type,2301
QA383P X(1590X2301D),48,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,No eggs,NA,NA,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,646,NA,NA,wild-type,2301
QA383P X(1590X2301D),49,NA,40,39,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,79,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,647,79,0,wild-type,2301
QA383P X(1590X2301D),50,NA,45,35,0,0,./data//Crossing data summary A_2301 B_1590 - CLEAN.xlsx,NA,NA,80,r,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,wild-type,mixed,648,80,0,wild-type,2301
QA383P X[(1590:QA383P):2301D),1,NA,22,24,0,2,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,48,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,649,46,2,QA383P,2301
QA383P X[(1590:QA383P):2301D),2,NA,40,32,4,3,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,79,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,650,72,7,QA383P,2301
QA383P X[(1590:QA383P):2301D),3,NA,25,27,0,0,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,52,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,651,52,0,QA383P,2301
QA383P X[(1590:QA383P):2301D),4,NA,53,39,3,5,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,100,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,652,92,8,QA383P,2301
QA383P X[(1590:QA383P):2301D),5,NA,43,41,1,2,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,87,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,653,84,3,QA383P,2301
QA383P X[(1590:QA383P):2301D),6,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,654,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),7,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,655,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),8,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,656,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),9,NA,42,33,2,0,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,77,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,657,75,2,QA383P,2301
QA383P X[(1590:QA383P):2301D),10,NA,46,29,2,1,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,78,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,658,75,3,QA383P,2301
QA383P X[(1590:QA383P):2301D),11,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,659,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),12,NA,12,12,0,5,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,29,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,660,24,5,QA383P,2301
QA383P X[(1590:QA383P):2301D),13,NA,27,36,3,3,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,69,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,661,63,6,QA383P,2301
QA383P X[(1590:QA383P):2301D),14,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,662,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),15,NA,18,15,0,0,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,33,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,663,33,0,QA383P,2301
QA383P X[(1590:QA383P):2301D),16,NA,29,43,0,0,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,72,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,664,72,0,QA383P,2301
QA383P X[(1590:QA383P):2301D),17,NA,44,28,11,10,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,93,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,665,72,21,QA383P,2301
QA383P X[(1590:QA383P):2301D),18,NA,34,28,0,0,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,62,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,666,62,0,QA383P,2301
QA383P X[(1590:QA383P):2301D),19,NA,37,43,2,2,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,84,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,667,80,4,QA383P,2301
QA383P X[(1590:QA383P):2301D),20,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,668,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),21,NA,54,44,9,7,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,114,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,669,98,16,QA383P,2301
QA383P X[(1590:QA383P):2301D),22,NA,9,10,0,2,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,21,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,670,19,2,QA383P,2301
QA383P X[(1590:QA383P):2301D),23,NA,43,35,2,2,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,82,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,671,78,4,QA383P,2301
QA383P X[(1590:QA383P):2301D),24,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,672,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),25,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,673,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),26,NA,34,48,2,1,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,85,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,674,82,3,QA383P,2301
QA383P X[(1590:QA383P):2301D),27,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,675,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),28,NA,4,4,0,0,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,8,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,676,8,0,QA383P,2301
QA383P X[(1590:QA383P):2301D),29,NA,43,35,0,5,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,83,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,677,78,5,QA383P,2301
QA383P X[(1590:QA383P):2301D),30,NA,56,36,1,1,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,94,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,678,92,2,QA383P,2301
QA383P X[(1590:QA383P):2301D),31,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,679,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),32,NA,43,45,13,9,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,110,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,680,88,22,QA383P,2301
QA383P X[(1590:QA383P):2301D),33,NA,46,29,2,1,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,78,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,681,75,3,QA383P,2301
QA383P X[(1590:QA383P):2301D),34,NA,39,51,1,0,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,NA,NA,91,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,682,90,1,QA383P,2301
QA383P X[(1590:QA383P):2301D),35,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,683,NA,NA,QA383P,2301
QA383P X[(1590:QA383P):2301D),36,NA,NA,NA,NA,NA,./data//Crossing data summary A_2301 B_1590xQA383P - CLEAN.xlsx,no eggs,NA,NA,s,Male,cd<sup><i>g338-384</i></sup>,locus A,yes,cd<sup><i>384</i></sup>,mixed,684,NA,NA,QA383P,2301
